timestamp,key,count
2025-05-27T22:18:38.045748,outside,1
2025-05-27T22:18:38.045748,total,1
2025-05-27T22:18:41.796038,inside,1
2025-05-27T22:18:41.796038,total,2
2025-05-27T22:18:42.714449,outside,2
2025-05-27T22:18:42.714449,total,3
2025-05-27T22:18:44.699655,inside,2
2025-05-27T22:18:44.699655,total,4
2025-05-27T22:18:49.548110,outside,3
2025-05-27T22:18:49.548110,total,5
2025-05-27T22:18:55.820411,inside,3
2025-05-27T22:18:55.820411,total,6
2025-05-27T22:18:59.795602,inside,4
2025-05-27T22:18:59.795602,total,7
2025-05-27T22:18:59.906566,outside,4
2025-05-27T22:18:59.906566,total,8
2025-05-27T22:19:02.430755,outside,5
2025-05-27T22:19:02.430755,total,9
2025-05-27T22:19:04.926442,inside,5
2025-05-27T22:19:04.926442,total,10
2025-05-27T22:19:06.273584,outside,6
2025-05-27T22:19:06.273584,total,11
2025-05-27T22:19:07.747090,inside,6
2025-05-27T22:19:07.747090,total,12
2025-05-27T22:25:06.860207,inside,1
2025-05-27T22:25:06.860207,total,1
2025-05-27T22:25:07.004142,outside,1
2025-05-27T22:25:07.004142,total,2
2025-05-27T22:25:08.120688,inside,2
2025-05-27T22:25:08.120688,total,3
2025-05-27T22:25:09.607091,outside,2
2025-05-27T22:25:09.607091,total,4
2025-05-27T22:25:11.052051,inside,3
2025-05-27T22:25:11.052051,total,5
2025-05-27T22:25:12.252189,outside,3
2025-05-27T22:25:12.252189,total,6
2025-05-27T22:25:17.390363,inside,4
2025-05-27T22:25:17.390363,total,7
2025-05-27T22:25:17.504786,outside,4
2025-05-27T22:25:17.504786,total,8
2025-05-27T22:25:21.662595,inside,5
2025-05-27T22:25:21.662595,total,9
2025-05-27T22:25:23.001980,outside,5
2025-05-27T22:25:23.001980,total,10
2025-05-27T22:25:25.404739,inside,6
2025-05-27T22:25:25.404739,total,11
2025-05-27T22:25:25.654908,outside,6
2025-05-27T22:25:25.654908,total,12
2025-05-27T22:25:30.375168,inside,7
2025-05-27T22:25:30.375168,total,13
2025-05-27T22:25:31.431689,inside,8
2025-05-27T22:25:31.431689,total,14
2025-05-27T22:25:31.647923,outside,7
2025-05-27T22:25:31.647923,total,15
2025-05-27T22:25:32.353385,outside,8
2025-05-27T22:25:32.353385,total,16
2025-05-27T22:25:35.889763,inside,9
2025-05-27T22:25:35.889763,total,17
2025-05-27T22:25:36.022581,outside,9
2025-05-27T22:25:36.022581,total,18
2025-05-27T22:25:39.237005,inside,10
2025-05-27T22:25:39.237005,total,19
2025-05-27T22:25:39.981538,outside,10
2025-05-27T22:25:39.981538,total,20
2025-05-27T22:25:40.085187,inside,11
2025-05-27T22:25:40.085187,total,21
2025-05-27T22:25:51.674296,inside,12
2025-05-27T22:25:51.674296,total,22
2025-05-27T22:25:51.806116,outside,11
2025-05-27T22:25:51.806116,total,23
2025-05-27T22:28:46.025117,inside,1
2025-05-27T22:28:46.025117,total,1
2025-05-27T22:28:47.635666,outside,1
2025-05-27T22:28:47.636556,total,2
2025-05-27T22:28:47.782550,inside,2
2025-05-27T22:28:47.782550,total,3
2025-05-27T22:28:56.629742,outside,2
2025-05-27T22:28:56.629742,total,4
2025-05-27T22:28:58.976343,inside,3
2025-05-27T22:28:58.976343,total,5
2025-05-27T22:29:00.028296,outside,3
2025-05-27T22:29:00.028296,total,6
2025-05-27T22:29:00.175955,inside,4
2025-05-27T22:29:00.175955,total,7
2025-05-27T22:29:01.523819,outside,4
2025-05-27T22:29:01.523819,total,8
2025-05-27T22:29:01.912409,inside,5
2025-05-27T22:29:01.912409,total,9
2025-05-27T22:29:02.662313,outside,5
2025-05-27T22:29:02.662313,total,10
2025-05-27T22:30:27.968737,inside,1
2025-05-27T22:30:27.968737,total,1
2025-05-27T22:30:28.721121,outside,1
2025-05-27T22:30:28.721121,total,2
2025-05-27T22:30:33.374276,outside,2
2025-05-27T22:30:33.374276,total,3
2025-05-27T22:30:33.693737,inside,2
2025-05-27T22:30:33.693737,total,4
2025-05-27T22:30:34.097222,outside,3
2025-05-27T22:30:34.097222,total,5
2025-05-27T22:30:36.259173,inside,3
2025-05-27T22:30:36.259173,total,6
2025-05-27T22:31:41.558709,inside,1
2025-05-27T22:31:41.558709,total,1
2025-05-27T22:31:52.447459,inside,2
2025-05-27T22:31:52.447459,total,2
2025-05-27T22:31:55.642169,outside,1
2025-05-27T22:31:55.642169,total,3
2025-05-27T22:31:55.721105,inside,3
2025-05-27T22:31:55.721105,total,4
2025-05-27T22:31:55.980133,outside,2
2025-05-27T22:31:55.980133,total,5
2025-05-27T22:31:56.053655,inside,4
2025-05-27T22:31:56.053655,total,6
2025-05-27T22:31:56.398490,outside,3
2025-05-27T22:31:56.399490,total,7
2025-05-27T22:31:58.636185,inside,5
2025-05-27T22:31:58.636185,total,8
2025-05-27T22:31:59.213197,outside,4
2025-05-27T22:31:59.213197,total,9
2025-05-27T22:32:00.188192,inside,6
2025-05-27T22:32:00.188192,total,10
2025-05-27T22:32:01.420896,outside,5
2025-05-27T22:32:01.420896,total,11
2025-05-27T22:32:04.456263,inside,7
2025-05-27T22:32:04.456263,total,12
2025-05-27T22:32:06.081375,outside,6
2025-05-27T22:32:06.081375,total,13
2025-05-27T22:32:10.581881,inside,8
2025-05-27T22:32:10.581881,total,14
2025-05-27T22:32:10.832742,outside,7
2025-05-27T22:32:10.832742,total,15
2025-05-27T22:32:12.664383,inside,9
2025-05-27T22:32:12.664383,total,16
2025-05-27T22:32:14.254226,outside,8
2025-05-27T22:32:14.254226,total,17
2025-05-27T22:32:15.309779,inside,10
2025-05-27T22:32:15.309779,total,18
2025-05-27T22:32:16.606678,outside,9
2025-05-27T22:32:16.606678,total,19
2025-05-27T22:32:20.046127,inside,11
2025-05-27T22:32:20.046127,total,20
2025-05-27T22:32:20.544837,outside,10
2025-05-27T22:32:20.544837,total,21
2025-05-27T22:32:20.895363,inside,12
2025-05-27T22:32:20.895363,total,22
2025-05-27T22:32:21.319327,outside,11
2025-05-27T22:32:21.319327,total,23
2025-05-27T22:33:22.585269,outside,1
2025-05-27T22:33:22.585269,total,1
2025-05-27T22:33:24.546835,inside,1
2025-05-27T22:33:24.546835,total,2
2025-05-27T22:33:24.621371,outside,2
2025-05-27T22:33:24.621371,total,3
2025-05-27T22:33:25.477547,inside,2
2025-05-27T22:33:25.477547,total,4
2025-05-27T22:33:29.874097,inside,3
2025-05-27T22:33:29.874097,total,5
2025-05-27T22:33:32.073956,outside,3
2025-05-27T22:33:32.073956,total,6
2025-05-27T22:33:35.178716,outside,4
2025-05-27T22:33:35.178716,total,7
2025-05-27T22:33:36.375784,inside,4
2025-05-27T22:33:36.375784,total,8
2025-05-27T22:33:39.325763,outside,5
2025-05-27T22:33:39.325763,total,9
2025-05-27T22:33:43.111016,inside,5
2025-05-27T22:33:43.111016,total,10
2025-05-27T22:34:04.048123,outside,6
2025-05-27T22:34:04.048123,total,11
2025-05-27T22:34:05.187448,inside,6
2025-05-27T22:34:05.187448,total,12
2025-05-27T22:34:06.868715,outside,7
2025-05-27T22:34:06.868715,total,13
